  3.7682247e+000  8.3609865e-001
  2.6963398e+000  6.5766226e-001
  3.3438207e+000  1.2495321e+000
  1.3646195e+000 -6.3947640e-001
  7.8227583e+000 -8.8616996e-001
  1.3532508e+000  7.6607304e+000
  2.2741739e+000  6.9387226e+000
  3.5361382e+000  5.9729821e+000
  8.0409138e+000 -1.1234886e+000
  7.9630460e+000 -1.3032200e+000
  2.3478158e+000  6.9759690e+000
  3.2632942e+000  1.5675470e+000
  1.5241488e+000  7.1053147e+000
  5.7320838e+000  3.4042655e+000
  2.3339411e+000  6.9428434e+000
  6.5330392e+000  3.4415860e+000
  3.1068803e+000  8.0080363e+000
  7.4078126e+000 -1.3416027e+000
  1.9925474e+000 -2.7782790e-001
  5.0187915e+000  2.7058427e+000
  2.6535497e-001 -1.2622069e+000
  1.4960584e+000  6.3355004e+000
  3.1933474e-001  7.1467466e+000
  8.2821020e+000 -9.5178778e-001
  2.5653586e+000  6.9836115e+000
  3.6937139e+000  1.1535671e+000
  8.5390043e+000 -5.0678923e-001
  7.5436898e-001 -6.7669379e-001
  2.1638213e+000  7.6142401e+000
  4.8522826e+000  2.7079076e+000
  5.4890641e+000  3.3875394e+000
  4.2525899e+000  1.8861744e+000
  8.4088615e+000 -1.1920963e+000
  5.5396960e+000  2.9680110e+000
  3.3334381e+000  1.4384861e+000
  3.5212919e+000  1.0327602e+000
  4.6303492e+000  2.1627805e+000
  3.9385929e+000  1.0010804e+000
  8.4553633e+000 -7.2297277e-001
  1.8111095e+000  7.6132396e+000
  1.1240984e+000 -2.7029879e-001
 -3.3840083e-002 -1.5590834e+000
  7.1674870e+000 -1.5449905e+000
  8.5103026e+000 -9.8820393e-001
  7.7529857e+000 -1.4787432e+000
  1.8704913e+000  6.9370116e+000
  6.0271939e+000  3.2118915e+000
  2.8287461e+000  7.3399383e+000
  4.1568876e+000  1.5631238e+000
  8.2187067e-001 -5.8546437e-001
  3.1084965e+000  5.3512449e+000
  4.1581386e+000  2.1763345e+000
  3.2267474e+000  1.4105815e+000
  8.1564752e-001  7.2540175e+000
  8.0241402e+000 -8.2411742e-001
  6.2773554e+000  3.1729045e+000
  8.5460058e+000 -1.0330056e+000
  8.6215210e+000 -7.4057378e-001
  7.4872291e+000 -1.0113921e+000
  3.3155133e+000  9.7636038e-001
  2.1051593e+000  3.4894654e-001
  3.6776134e+000  1.5387928e+000
  2.9009105e+000  5.6931589e+000
  8.0567164e+000 -1.0000803e+000

