  8.4416189e+000 -7.9885975e-001
  1.1480908e+000  7.8735044e+000
  7.7380144e+000 -1.2165061e+000
  8.9727144e-001  7.3962468e+000
  7.5343823e+000 -1.1424504e+000
 -6.9234039e-001 -1.7096610e+000
  7.6418740e+000 -1.3563792e+000
  3.1091418e+000  6.3850541e+000
  2.3482174e+000  4.7553506e-001
 -1.3840364e+000 -2.5480394e+000
  8.2008897e+000 -1.1448387e+000
 -1.1392497e+000 -2.0809884e+000
  3.7970116e+000  1.6906469e+000
  3.4484200e+000  1.3980911e+000
  2.5701485e+000  5.3755044e+000
  8.3899076e+000 -6.6675309e-001
  2.0146545e+000  5.6984592e+000
  1.8853328e+000  5.2762628e-001
  5.6781432e+000  3.2588691e+000
  1.0102480e+000  5.8167707e+000
  7.7302763e+000 -1.2030348e+000
  4.2118845e+000  1.6527181e+000
  4.3920049e-001  6.7168970e+000
  8.1934984e-001 -5.1917945e-001
  4.3708769e+000  2.1613573e+000
  1.8569681e+000  4.8380565e+000
  3.4732504e+000  1.7953635e+000
  7.5822756e+000 -1.1521814e+000
  2.6434078e+000  6.3295690e+000
  1.9968582e+000  7.3529314e+000
  4.0833513e+000  1.4936002e+000
  3.6767894e+000  6.7446912e+000
  1.3524515e+000  6.8177858e+000
  3.9711504e+000  1.5452503e+000
  1.5594711e+000  6.3885281e+000
  3.4692089e+000  1.7118124e+000
  5.2575491e+000  2.5601553e+000
  7.8827882e+000 -6.8867840e-001
  4.8176593e+000  2.1684005e+000
  2.7402486e+000  8.3320174e+000
  2.2549011e+000  3.9393641e-001
  8.0840542e+000 -7.3155184e-001
  8.8753667e-001  6.1607892e+000
  1.8067727e+000 -2.1099454e-001
  6.8650914e+000  4.4228389e+000
  6.4174056e+000  3.7590081e+000
  4.0933273e+000  1.3598676e+000
  2.2882999e+000  5.1876795e-001
  7.9225523e+000 -1.1725456e+000
  4.3561335e+000  1.8976163e+000
  8.3279098e+000 -1.0232899e+000
  6.2551331e+000  3.3449949e+000
  3.1276024e+000  7.8463356e-001
  6.5241605e+000  3.4561490e+000
  4.1588140e-001  6.4974858e+000
  2.7379263e+000  6.4746080e+000
  7.2185639e+000 -1.3525589e+000
  7.5424890e+000 -1.5317814e+000
  3.7468423e+000  1.6110753e+000
  8.8708536e+000 -5.6439331e-001
  7.6960713e+000 -1.1960633e+000
  7.5979552e+000 -1.1469059e+000
  2.8220978e+000  1.0360184e+000
  3.8165165e+000  1.6082223e+000
  6.6799248e-002 -1.2910367e+000
  2.3054028e+000  2.8450986e-001
  4.2788715e+000  5.1995858e+000
  3.0006534e+000  9.1250414e-001
  7.6051326e+000 -1.1005476e+000
  2.5331653e+000  9.7428007e-001
  1.0743104e+000  6.0859296e+000
  6.7237149e-001  8.6117274e+000
  2.4333003e+000  7.1421389e-001
  1.7723473e+000  7.1841833e+000
  3.5762796e+000  1.5348648e+000
  2.7863558e+000  7.3565043e-001
  8.0284284e+000 -7.9636983e-001
  8.4672682e+000 -8.2062254e-001
  2.3519727e+000  8.1632796e-001
  7.4240720e+000  4.1800229e+000
  1.9724319e+000  4.4328699e-001
  7.7622621e+000 -1.3506605e+000
  2.3793018e+000 -4.3107386e-001
  3.2455220e+000  1.2697488e+000
  1.3644859e+000  5.9712644e+000
  5.4815655e+000  2.6608754e+000
 -1.2002073e+000 -2.1765731e+000
 -3.5558595e-001  6.4387512e+000
  3.9418185e+000  1.9858047e+000
  1.0533626e+000 -7.9068285e-001
  1.9560213e+000  6.2001316e+000
  7.5555203e+000 -1.2087337e+000
  1.7851705e+000  7.0073148e+000
  2.2736274e+000  7.9336349e-001
  7.6615799e+000 -1.0445564e+000
  2.7181608e+000  4.7615418e-001
  1.8291149e+000 -6.7261971e-001
  7.8640867e+000 -1.4296092e+000
  2.6362814e+000  5.8303048e-001
  3.7771102e+000  1.2928196e+000
  7.5360359e+000 -9.7942712e-001
  4.0257498e+000  1.2217666e+000
  8.4500853e+000 -7.6599648e-001
  3.0488646e+000  6.2159289e+000
  2.0954150e+000  2.5848825e-001
  1.6592148e+000  7.5650162e+000
  3.5535363e+000  1.3326217e+000
  4.3388636e+000  2.1235893e+000
  3.1233524e+000  1.3971470e+000
  7.6317385e+000 -1.0744610e+000
  8.5028402e-001 -3.2822876e-001
  8.6903131e+000 -2.6843242e-001
  4.4418011e+000  2.5676053e+000
  2.5119872e+000 -1.0521242e-001
  1.9613752e+000  7.0072931e+000
  3.2607143e+000  1.5432286e+000
  3.2830401e+000  1.0228031e+000
  8.0201528e+000 -7.0827461e-001
  3.1597313e+000  7.6750043e+000
  9.0059933e+000 -9.6130246e-001
  1.1037820e+000 -1.2980812e-001
  1.5334911e+000  7.4282719e+000
  6.0948533e-001  6.3861341e+000
  4.0065706e-001 -1.1015776e+000
  2.3451558e+000  8.6384057e+000
  1.4490876e+000  8.6646066e+000
  8.0421821e+000 -8.1100509e-001
  8.0175747e+000 -5.6119093e-001

